comments,cleaned_comments,score
"It works when it feels like it, after I tried new ink and bought a cable to connect the printer to my laptop.",it works when it feels like it after i tried new ink and bought a cable to connect the printer to my laptop,0
The texture is not worth it.,the texture is not worth it,-1
This product is a complete rip-off and not worth the money,this product is a complete ripoff and not worth the money,-1
The quality for the price is outstanding – truly impressed.,the quality for the price is outstanding truly impressed,1
"The shoes were comfortable and durable, but appeared to run short length-wise.",the shoes were comfortable and durable but appeared to run short lengthwise,0
"Don’t buy this. It’s slow, unreliable, and doesn’t work properly.",dont buy this its slow unreliable and doesnt work properly,0
The price is outrageous for a product that doesn’t work well. It’s not durable at all.,the price is outrageous for a product that doesnt work well its not durable at all,-1
The material is not as advertised.,the material is not as advertised,0
The quality is very high for a good price and the piece I put into the frame is a rich gold colour.,the quality is very high for a good price and the piece i put into the frame is a rich gold colour,1
I regret buying this. It’s slow and freezes often.,i regret buying this its slow and freezes often,0
"I like the black outlet and the special design, I can put it on the table or clip on top of my laptop, it is easy to install, solid picture quality, good light sensitivity, good price, and good quality build, texture is also not.",i like the black outlet and the special design i can put it on the table or clip on top of my laptop it is easy to install solid picture quality good light sensitivity good price and good quality build texture is also not,1
